Order Line,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
8046,CA-2017-118346,2020-01-09,2020-01-10,First Class,PO-19180,TEC-AC-10000736,399.95,5,0,143.98
8047,CA-2017-133718,2020-01-09,2020-01-12,First Class,TB-21520,OFF-BI-10003429,15.19,3,0.2,5.51
8048,CA-2017-133718,2020-01-09,2020-01-12,First Class,TB-21520,OFF-PA-10002689,58.32,9,0,27.99
8049,CA-2017-110940,2020-01-09,2020-01-14,Standard Class,AZ-10750,OFF-AR-10000380,121.54,4,0.2,15.19
8050,US-2017-135013,2020-01-10,2020-01-10,Same Day,HR-14830,TEC-CO-10001449,2399.96,5,0.2,839.99
8051,CA-2017-169810,2020-01-11,2020-01-17,Standard Class,RB-19360,OFF-LA-10003663,20.23,7,0,9.51
8052,CA-2017-125640,2020-01-11,2020-01-15,Standard Class,DD-13570,OFF-LA-10004178,3.3,1,0.2,1.07
8053,CA-2017-121293,2020-01-11,2020-01-14,Second Class,JC-15775,FUR-FU-10000732,20.1,4,0.2,3.01
8054,CA-2017-121293,2020-01-11,2020-01-14,Second Class,JC-15775,OFF-SU-10004884,37.75,3,0.2,4.25
8055,CA-2017-121293,2020-01-11,2020-01-14,Second Class,JC-15775,FUR-TA-10001771,138.59,1,0.4,-34.65
8056,CA-2017-121293,2020-01-11,2020-01-14,Second Class,JC-15775,OFF-ST-10000060,259.92,5,0.2,-25.99
8057,CA-2017-121293,2020-01-11,2020-01-14,Second Class,JC-15775,OFF-PA-10004100,20.74,4,0.2,7.26
8058,CA-2017-167549,2020-01-11,2020-01-13,First Class,EM-14200,FUR-TA-10004767,298.12,6,0.3,-4.26
8059,US-2017-167318,2020-01-12,2020-01-18,Standard Class,GZ-14545,TEC-AC-10003870,1649.95,5,0,659.98
8060,US-2017-167318,2020-01-12,2020-01-18,Standard Class,GZ-14545,FUR-CH-10000665,362.35,3,0.2,45.29
8061,CA-2017-123239,2020-01-13,2020-01-17,Second Class,MG-18145,FUR-FU-10001602,91.03,3,0.2,-2.28
8062,CA-2017-108791,2020-01-13,2020-01-17,Standard Class,TM-21490,FUR-FU-10004018,14.89,1,0,4.02
8063,CA-2017-108791,2020-01-13,2020-01-17,Standard Class,TM-21490,TEC-PH-10002660,543.92,8,0,135.98
8064,CA-2017-133046,2020-01-13,2020-01-18,Second Class,DK-13375,FUR-FU-10001940,23.88,3,0,10.51
8065,CA-2017-133046,2020-01-13,2020-01-18,Second Class,DK-13375,OFF-PA-10003883,26.2,4,0,12.05
8066,CA-2017-133046,2020-01-13,2020-01-18,Second Class,DK-13375,OFF-PA-10002787,12.96,2,0,6.22
8067,CA-2017-133046,2020-01-13,2020-01-18,Second Class,DK-13375,TEC-AC-10000991,234.95,5,0,32.89
8068,CA-2017-107209,2020-01-13,2020-01-18,Second Class,JW-15955,FUR-CH-10001146,194.85,4,0.2,12.18
8069,CA-2017-130841,2020-01-14,2020-01-18,Standard Class,MH-17620,OFF-BI-10000145,9.98,4,0.2,3.62
8070,CA-2017-130841,2020-01-14,2020-01-18,Standard Class,MH-17620,OFF-ST-10001580,14.98,1,0,4.19
8071,CA-2017-130841,2020-01-14,2020-01-18,Standard Class,MH-17620,TEC-PH-10001817,1145.6,4,0.2,100.24
8072,CA-2017-101483,2020-01-15,2020-01-18,Second Class,AG-10675,OFF-AP-10002082,34.85,2,0.2,6.53
8073,CA-2017-101483,2020-01-15,2020-01-18,Second Class,AG-10675,TEC-PH-10003442,22,5,0.2,1.38
8074,CA-2017-101483,2020-01-15,2020-01-18,Second Class,AG-10675,OFF-AR-10002833,4.37,3,0.2,0.38
8075,US-2017-113852,2020-01-15,2020-01-19,Standard Class,GW-14605,TEC-AC-10003027,90.57,3,0,11.77
8076,CA-2017-130771,2020-01-15,2020-01-20,Standard Class,LA-16780,OFF-FA-10003059,2.9,2,0.2,0.47
8077,CA-2017-130771,2020-01-15,2020-01-20,Standard Class,LA-16780,TEC-PH-10002496,124.79,1,0.2,15.6
8078,CA-2017-146031,2020-01-15,2020-01-18,Second Class,GM-14440,OFF-AR-10002656,60.12,9,0,22.24
8079,US-2017-130953,2020-01-15,2020-01-20,Standard Class,RF-19735,OFF-BI-10004828,33.48,2,0,16.41
8080,US-2017-130953,2020-01-15,2020-01-20,Standard Class,RF-19735,TEC-PH-10003012,461.97,3,0,133.97
8081,US-2017-130953,2020-01-15,2020-01-20,Standard Class,RF-19735,OFF-AP-10002311,137.62,2,0,60.55
8082,US-2017-130953,2020-01-15,2020-01-20,Standard Class,RF-19735,FUR-CH-10004626,302.67,3,0,72.64
8083,US-2017-115301,2020-01-15,2020-01-19,Standard Class,VG-21790,FUR-BO-10004709,115.96,2,0,25.51
8084,CA-2017-167913,2020-01-16,2020-01-20,Second Class,JL-15835,OFF-ST-10000585,330.4,2,0,85.9
8085,CA-2017-167913,2020-01-16,2020-01-20,Second Class,JL-15835,OFF-LA-10002787,26.25,7,0,12.6
8086,CA-2017-155740,2020-01-16,2020-01-19,First Class,TC-21475,OFF-BI-10001071,76.78,4,0.7,-53.74
8087,CA-2017-141103,2020-01-16,2020-01-23,Standard Class,JF-15355,TEC-PH-10003589,89.95,5,0,43.18
8088,CA-2017-121909,2020-01-17,2020-01-22,Standard Class,EA-14035,OFF-PA-10003790,54.82,3,0.2,17.82
8089,CA-2017-125752,2020-01-17,2020-01-21,Standard Class,EH-14125,TEC-AC-10003590,41.42,2,0.2,8.28
8090,CA-2017-115805,2020-01-17,2020-01-17,Same Day,KW-16435,TEC-PH-10003092,36.79,1,0.2,4.14
8091,CA-2017-161102,2020-01-17,2020-01-20,First Class,EC-14050,OFF-ST-10003442,56.56,2,0,15.27
8092,CA-2017-161102,2020-01-17,2020-01-20,First Class,EC-14050,FUR-FU-10003142,36.96,7,0,11.46
8093,US-2017-165869,2020-01-17,2020-01-22,Standard Class,LS-17200,OFF-BI-10003460,17.52,4,0,8.41
8094,US-2017-165869,2020-01-17,2020-01-22,Standard Class,LS-17200,OFF-AP-10002472,155.88,6,0,54.56
8095,CA-2017-126144,2020-01-17,2020-01-22,Standard Class,GM-14680,TEC-PH-10001079,285.58,4,0.4,-57.12
8096,CA-2017-147032,2020-01-17,2020-01-21,Standard Class,LB-16795,OFF-PA-10003256,11.54,1,0,5.54
8097,CA-2017-147032,2020-01-17,2020-01-21,Standard Class,LB-16795,OFF-BI-10003656,849.95,5,0,390.98
8098,CA-2017-147032,2020-01-17,2020-01-21,Standard Class,LB-16795,OFF-BI-10002897,11.01,3,0,5.39
8099,CA-2017-135034,2020-01-18,2020-01-20,First Class,AT-10735,TEC-PH-10003931,95.98,2,0.2,6
8100,CA-2017-133235,2020-01-18,2020-01-21,First Class,LH-16750,TEC-PH-10002660,271.96,5,0.2,17
8101,CA-2017-162691,2020-01-18,2020-01-24,Standard Class,AS-10045,TEC-MA-10000488,1439.98,3,0.4,-264
8102,CA-2017-162691,2020-01-18,2020-01-24,Standard Class,AS-10045,OFF-PA-10003729,36.29,7,0.2,12.7
8103,CA-2017-124576,2020-01-18,2020-01-21,Second Class,HK-14890,OFF-BI-10002735,54.9,2,0.2,18.53
8104,CA-2017-168942,2020-01-18,2020-01-22,Second Class,EM-13960,OFF-ST-10004340,186.54,3,0,50.37
8105,CA-2017-165386,2020-01-20,2020-01-21,First Class,CM-12190,FUR-BO-10003034,183.37,2,0.3,-36.67
8106,CA-2017-168396,2020-01-20,2020-01-25,Second Class,BD-11725,OFF-LA-10001297,51.75,5,0,24.84
8107,CA-2017-168396,2020-01-20,2020-01-25,Second Class,BD-11725,FUR-FU-10000723,123.96,3,0,11.16
8108,US-2017-143175,2020-01-20,2020-01-23,Second Class,GA-14515,OFF-ST-10003123,99.87,3,0,23.97
8109,CA-2017-140781,2020-01-20,2020-01-24,Standard Class,AB-10105,TEC-AC-10000682,39.82,3,0.2,7.47
8110,CA-2017-141747,2020-01-20,2020-01-25,Second Class,SC-20230,OFF-ST-10003996,16.06,1,0,4.18
8111,CA-2017-163566,2020-01-20,2020-01-23,First Class,TB-21055,OFF-LA-10004484,16.52,5,0.2,5.37
8112,CA-2017-132738,2020-01-21,2020-01-24,First Class,HM-14860,OFF-PA-10001752,7.97,2,0.2,2.89
8113,CA-2017-132738,2020-01-21,2020-01-24,First Class,HM-14860,OFF-EN-10001141,8.78,1,0.2,3.18
8114,CA-2017-146367,2020-01-21,2020-01-25,Standard Class,HM-14860,OFF-BI-10002827,3.32,3,0.8,-5.64
8115,CA-2017-117695,2020-01-22,2020-01-25,First Class,PW-19030,OFF-PA-10002713,13.76,2,0,6.33
8116,CA-2017-154676,2020-01-22,2020-01-25,First Class,NZ-18565,OFF-ST-10001172,151.06,9,0.2,7.55
8117,CA-2017-128328,2020-01-22,2020-01-26,Standard Class,PO-18865,OFF-BI-10001989,125.88,6,0,60.42
8118,CA-2017-128328,2020-01-22,2020-01-26,Standard Class,PO-18865,TEC-AC-10001714,79.78,2,0,29.52
8119,CA-2017-128328,2020-01-22,2020-01-26,Standard Class,PO-18865,OFF-LA-10003498,133.2,9,0,66.6
8120,CA-2017-161200,2020-01-23,2020-01-27,Second Class,SV-20365,FUR-BO-10000468,145.74,3,0,23.32
8121,CA-2017-161200,2020-01-23,2020-01-27,Second Class,SV-20365,FUR-FU-10001706,15.4,5,0,7.39
8122,CA-2017-136609,2020-01-23,2020-01-28,Standard Class,TB-21355,OFF-PA-10004381,115.3,3,0.2,40.35
8123,CA-2017-151981,2020-01-23,2020-01-29,Standard Class,GM-14455,TEC-PH-10003601,824.95,5,0,247.49
8124,CA-2017-151981,2020-01-23,2020-01-29,Standard Class,GM-14455,OFF-LA-10002195,24.64,8,0,11.83
8125,CA-2017-151981,2020-01-23,2020-01-29,Standard Class,GM-14455,OFF-AR-10000380,227.88,6,0,68.36
8126,CA-2017-168172,2020-01-23,2020-01-27,Standard Class,SH-20395,OFF-SU-10002573,70.12,4,0,21.04
8127,CA-2017-163321,2020-01-24,2020-01-28,Second Class,FM-14380,TEC-AC-10004571,79.99,1,0.2,22
8128,CA-2017-117023,2020-01-24,2020-01-29,Standard Class,JW-15955,OFF-AR-10003602,11.68,2,0,5.49
8129,CA-2017-117023,2020-01-24,2020-01-29,Standard Class,JW-15955,OFF-AR-10004062,104.8,10,0,26.2
8130,US-2017-155999,2020-01-24,2020-01-30,Standard Class,JK-15370,TEC-PH-10000439,159.96,5,0.2,18
8131,US-2017-155999,2020-01-24,2020-01-30,Standard Class,JK-15370,OFF-BI-10000404,13.76,2,0.2,4.64
8132,CA-2017-158344,2020-01-24,2020-01-28,Standard Class,CC-12475,TEC-AC-10002006,63.96,4,0,19.83
8133,CA-2017-115175,2020-01-24,2020-01-29,Standard Class,MC-17575,OFF-PA-10001878,244.55,5,0,114.94
8134,CA-2017-110821,2020-01-24,2020-01-25,First Class,CK-12205,TEC-AC-10001552,119.45,3,0.2,-13.44
8135,CA-2017-110821,2020-01-24,2020-01-25,First Class,CK-12205,OFF-ST-10002790,118.16,2,0.2,-25.11
8136,CA-2017-156776,2020-01-24,2020-01-28,Standard Class,JL-15505,TEC-PH-10002415,707.88,3,0.2,44.24
8137,CA-2017-156776,2020-01-24,2020-01-28,Standard Class,JL-15505,OFF-BI-10003355,11.95,3,0.2,4.18
8138,CA-2017-156776,2020-01-24,2020-01-28,Standard Class,JL-15505,OFF-BI-10000216,31.13,3,0.2,11.67
8139,CA-2017-156776,2020-01-24,2020-01-28,Standard Class,JL-15505,TEC-AC-10004803,55.76,4,0,7.81
8140,CA-2017-156776,2020-01-24,2020-01-28,Standard Class,JL-15505,OFF-PA-10001970,24.56,2,0,11.54
8141,CA-2017-156776,2020-01-24,2020-01-28,Standard Class,JL-15505,FUR-FU-10004848,51.75,1,0,15.53
8142,CA-2017-156776,2020-01-24,2020-01-28,Standard Class,JL-15505,FUR-CH-10002317,207.18,1,0.2,25.9
8143,CA-2017-156776,2020-01-24,2020-01-28,Standard Class,JL-15505,OFF-AP-10002534,1473.1,5,0,412.47
8144,CA-2017-143063,2020-01-27,2020-02-01,Standard Class,IL-15100,OFF-EN-10003134,70.08,6,0,35.04
8145,CA-2017-143063,2020-01-27,2020-02-01,Standard Class,IL-15100,FUR-FU-10003708,121.3,2,0,25.47
8146,CA-2017-143063,2020-01-27,2020-02-01,Standard Class,IL-15100,TEC-PH-10003645,1454.49,9,0,378.17
8147,CA-2017-145443,2020-01-27,2020-02-01,Second Class,SC-20695,OFF-PA-10003302,177.2,5,0,83.28
8148,CA-2017-139311,2020-01-28,2020-01-30,First Class,SF-20965,OFF-PA-10001776,29.66,4,0.2,10.01
8149,CA-2017-139311,2020-01-28,2020-01-30,First Class,SF-20965,OFF-AR-10004582,9.18,7,0.2,2.87
8150,CA-2017-139311,2020-01-28,2020-01-30,First Class,SF-20965,TEC-PH-10001557,153.58,2,0.2,13.44
8151,CA-2017-139311,2020-01-28,2020-01-30,First Class,SF-20965,OFF-BI-10004209,12.86,8,0.8,-22.51
8152,CA-2017-160899,2020-01-28,2020-01-30,Second Class,DR-12940,OFF-BI-10000632,477.51,11,0,219.65
8153,CA-2017-100433,2020-01-28,2020-02-02,Standard Class,SJ-20125,OFF-PA-10003441,25.92,4,0,12.44
8154,CA-2017-106537,2020-01-29,2020-02-03,Standard Class,RH-19495,OFF-PA-10000223,20.74,4,0.2,7.26
8155,CA-2017-158169,2020-01-29,2020-02-01,First Class,JM-16195,OFF-AP-10000828,542.94,3,0,152.02
8156,CA-2017-158169,2020-01-29,2020-02-01,First Class,JM-16195,FUR-FU-10001473,54.92,4,0,19.77
8157,US-2017-118941,2020-01-29,2020-01-29,Same Day,BB-11545,OFF-AR-10004078,17.52,3,0,5.26
8158,US-2017-118941,2020-01-29,2020-01-29,Same Day,BB-11545,FUR-CH-10002331,1779.9,5,0,373.78
8159,US-2017-118941,2020-01-29,2020-01-29,Same Day,BB-11545,OFF-AR-10001953,219.9,5,0,59.37
8160,CA-2017-152310,2020-01-29,2020-02-05,Standard Class,DK-12895,TEC-CO-10000971,299.99,1,0,90
8161,CA-2017-152310,2020-01-29,2020-02-05,Standard Class,DK-12895,OFF-PA-10003134,192.16,4,0,92.24
8162,CA-2017-152310,2020-01-29,2020-02-05,Standard Class,DK-12895,TEC-PH-10002538,242.62,8,0.2,27.3
8163,CA-2017-152310,2020-01-29,2020-02-05,Standard Class,DK-12895,OFF-ST-10001228,46.74,3,0,11.69
8164,CA-2017-152310,2020-01-29,2020-02-05,Standard Class,DK-12895,TEC-AC-10000397,174.95,5,0,12.25
8165,CA-2017-152310,2020-01-29,2020-02-05,Standard Class,DK-12895,OFF-BI-10004308,100.7,6,0.2,37.76
8166,US-2017-103828,2020-01-30,2020-01-30,Same Day,JK-15370,OFF-ST-10001325,31.44,3,0,8.49
8167,US-2017-103828,2020-01-30,2020-01-30,Same Day,JK-15370,OFF-AP-10004249,83.79,7,0,22.62
8168,US-2017-103828,2020-01-30,2020-01-30,Same Day,JK-15370,OFF-AR-10000588,59.52,3,0,15.48
8169,US-2017-103828,2020-01-30,2020-01-30,Same Day,JK-15370,OFF-SU-10000946,31.92,4,0,9.26
8170,CA-2017-167542,2020-01-30,2020-02-06,Standard Class,KD-16495,OFF-LA-10004093,17.54,3,0.2,5.92
8171,CA-2017-100580,2020-01-30,2020-02-06,Standard Class,MK-17905,OFF-BI-10000069,36.02,3,0.2,11.71
8172,CA-2017-128363,2020-01-30,2020-02-04,Standard Class,DC-12850,OFF-AP-10001563,272.05,7,0.2,30.61
8173,CA-2017-128363,2020-01-30,2020-02-04,Standard Class,DC-12850,OFF-BI-10001359,1614.58,6,0.7,-1237.85
8174,CA-2017-128363,2020-01-30,2020-02-04,Standard Class,DC-12850,OFF-FA-10003495,24.32,5,0.2,9.12
8175,CA-2017-128363,2020-01-30,2020-02-04,Standard Class,DC-12850,TEC-AC-10003709,1.58,2,0.2,0.48
8176,CA-2017-128363,2020-01-30,2020-02-04,Standard Class,DC-12850,FUR-FU-10003268,31.98,1,0.2,0
8177,CA-2017-128363,2020-01-30,2020-02-04,Standard Class,DC-12850,OFF-EN-10003845,14.76,5,0.2,4.8
8178,CA-2017-128363,2020-01-30,2020-02-04,Standard Class,DC-12850,FUR-CH-10002073,423.65,2,0.2,47.66
8179,CA-2017-169264,2020-01-31,2020-02-02,Second Class,NP-18700,OFF-LA-10001613,5.76,2,0,2.82
8180,CA-2017-169264,2020-01-31,2020-02-02,Second Class,NP-18700,OFF-AR-10000246,16.68,6,0,4.34
8181,CA-2017-105921,2020-01-31,2020-02-07,Standard Class,JM-15250,FUR-TA-10001095,418.3,3,0.2,5.23
8182,CA-2017-138548,2020-02-01,2020-02-07,Standard Class,JG-15160,OFF-AP-10002578,97.84,2,0,25.44
8183,US-2017-117723,2020-02-01,2020-02-04,Second Class,DL-13495,OFF-ST-10004459,1801.63,6,0.2,-337.81
8184,CA-2017-144883,2020-02-01,2020-02-05,Standard Class,BO-11350,OFF-LA-10000305,50.4,8,0,23.18
8185,CA-2017-122987,2020-02-02,2020-02-02,Same Day,SJ-20215,OFF-BI-10002824,13.43,3,0.7,-11.19
8186,CA-2017-122987,2020-02-02,2020-02-02,Same Day,SJ-20215,OFF-ST-10004950,67.14,4,0.2,-0.84
8187,US-2017-111423,2020-02-03,2020-02-05,First Class,EH-13765,OFF-BI-10003091,895.92,5,0.2,302.37
8188,US-2017-111423,2020-02-03,2020-02-05,First Class,EH-13765,FUR-CH-10003981,462.56,2,0.1,97.65
8189,CA-2017-151211,2020-02-03,2020-02-09,Standard Class,AH-10120,OFF-BI-10002735,102.93,3,0,48.38
8190,CA-2017-151211,2020-02-03,2020-02-09,Standard Class,AH-10120,TEC-AC-10004510,98.16,6,0,9.82
8191,CA-2017-133102,2020-02-03,2020-02-10,Standard Class,ED-13885,OFF-SU-10000432,5.55,2,0.2,-1.04
8192,CA-2017-133102,2020-02-03,2020-02-10,Standard Class,ED-13885,OFF-AR-10003183,8.02,3,0.2,1
8193,CA-2017-133102,2020-02-03,2020-02-10,Standard Class,ED-13885,FUR-CH-10002017,74.59,4,0.3,-2.13
8194,CA-2017-133102,2020-02-03,2020-02-10,Standard Class,ED-13885,FUR-FU-10003247,16.78,2,0.6,-22.24
8195,CA-2017-133102,2020-02-03,2020-02-10,Standard Class,ED-13885,OFF-AP-10001563,38.86,4,0.8,-99.1
8196,CA-2017-118892,2020-02-03,2020-02-08,Second Class,TP-21415,FUR-CH-10002024,4416.17,9,0.3,-630.88
8197,CA-2017-166093,2020-02-03,2020-02-10,Standard Class,RW-19540,OFF-EN-10003134,23.36,2,0,11.68
8198,CA-2017-166093,2020-02-03,2020-02-10,Standard Class,RW-19540,TEC-PH-10002564,71.98,3,0.2,9
